Division,Cat,Category,DeptID,ClassID,YR,MX,Sales,SalesLY,Units,UnitsLY,StockEOM,StockEOMLY,GM,GMLY,MKDN,MKDNLY,OnPO
Clothing,Q,Quebec,1,15Q,2025,202504,14014,11508,662,474,132337,114109,8484,7721,527,62,0
Clothing,Q,Quebec,1,15Q,2025,202505,24687,19960,927,782,140435,100827,16301,13362,5,1516,0
Clothing,Q,Quebec,1,15Q,2025,202506,26131,23571,1036,909,130197,76774,16707,15612,1032,37,0
Clothing,Q,Quebec,1,15Q,2025,202507,28700,21993,1188,855,101840,88370,17627,14875,739,17,0
Clothing,Q,Quebec,1,15Q,2025,202508,29324,20387,1165,788,92153,80397,19000,13842,411,18,0
Clothing,Q,Quebec,1,15Q,2025,202509,15422,9487,588,404,91778,61800,10185,6127,455,531,0
Clothing,Q,Quebec,1,15Q,2025,202510,5762,4059,223,179,82988,52581,3770,2571,201,230,0
Clothing,Q,Quebec,1,15Q,2025,202511,12133,6873,441,289,91406,52007,8250,4415,37,122,0
Clothing,Q,Quebec,1,15Q,2025,202512,3791,1854,139,74,88688,44902,2635,1281,-2,21,0
Clothing,V,Vancouver,1,15V,2025,202501,964,1029,43,51,35447,41409,604,593,0,64,0
Clothing,V,Vancouver,1,15V,2025,202502,1934,2502,93,119,38865,41221,1168,1452,48,103,0
Clothing,V,Vancouver,1,15V,2025,202503,3653,2428,169,113,70875,38773,2182,1445,0,46,0
Clothing,V,Vancouver,1,15V,2025,202504,11645,6798,528,308,73099,36376,7110,4007,134,143,0
Clothing,V,Vancouver,1,15V,2025,202505,17674,11704,750,501,72917,29363,11200,6908,99,-86,0
Clothing,V,Vancouver,1,15V,2025,202506,14004,9545,562,399,67497,23758,8739,5760,33,20,0
Clothing,V,Vancouver,1,15V,2025,202507,12708,8838,547,371,53757,38769,7258,5623,48,55,0
Clothing,V,Vancouver,1,15V,2025,202508,13305,9123,567,399,54404,46033,7631,5925,151,-107,0
Clothing,V,Vancouver,1,15V,2025,202509,2551,2364,109,102,62845,40197,1515,1541,4,0,0
Clothing,V,Vancouver,1,15V,2025,202510,1304,584,55,26,62887,38029,748,365,63,9,0
Clothing,V,Vancouver,1,15V,2025,202511,1879,1445,78,62,71334,37417,1106,970,88,5,0
Clothing,V,Vancouver,1,15V,2025,202512,888,343,35,16,70946,35933,522,222,17,26,0
Clothing,W,Whistler,1,15W,2025,202501,17773,25098,514,774,82811,172897,13095,18173,23,16,0
Clothing,W,Whistler,1,15W,2025,202502,22313,31057,693,957,95514,146452,16227,22345,206,21,0
Clothing,W,Whistler,1,15W,2025,202503,15634,9052,595,277,101572,120931,10441,6535,452,31,0
Clothing,W,Whistler,1,15W,2025,202504,14959,9658,632,309,88387,122401,9588,6874,1178,45,0
Clothing,W,Whistler,1,15W,2025,202505,29313,23798,970,757,114171,112745,20783,16876,205,65,0
Clothing,W,Whistler,1,15W,2025,202506,31698,32804,961,1036,92655,92446,23035,23367,68,181,0
Clothing,W,Whistler,1,15W,2025,202507,26175,21948,852,729,69676,78670,18301,15401,652,120,0
Clothing,W,Whistler,1,15W,2025,202508,25489,23511,822,831,75036,82002,17874,15814,356,1581,0
Clothing,W,Whistler,1,15W,2025,202509,6106,7002,196,239,78529,89088,4289,4857,48,237,0
Clothing,W,Whistler,1,15W,2025,202510,5740,4717,188,158,188362,77254,3931,3345,97,179,0
Clothing,W,Whistler,1,15W,2025,202511,25502,17080,763,505,300153,98199,18612,12511,67,238,0
Clothing,W,Whistler,1,15W,2025,202512,21733,11806,642,344,290170,91634,15982,8744,37,24,0
Clothing,Z,NA,1,15Z,2025,202501,794,753,23,40,11318,-4338,486,489,2,21,0
Clothing,Z,NA,1,15Z,2025,202502,2332,1972,96,102,11581,-4420,1607,1386,1,25,0
Clothing,Z,NA,1,15Z,2025,202503,1216,1739,38,84,20102,11952,761,1180,0,32,0
Clothing,Z,NA,1,15Z,2025,202504,3888,1238,163,66,36447,11672,2391,822,39,0,0
Clothing,Z,NA,1,15Z,2025,202505,9946,3410,576,223,32850,12091,6645,2543,693,364,0
Clothing,Z,NA,1,15Z,2025,202506,10369,4064,315,191,34795,11818,6706,2949,347,21,0
Clothing,Z,NA,1,15Z,2025,202507,11430,4253,292,160,28464,7815,7273,2521,74,96,0
Clothing,Z,NA,1,15Z,2025,202508,2630,2940,95,120,20603,8341,1581,1653,2,414,0
Clothing,Z,NA,1,15Z,2025,202509,987,657,42,33,17365,5155,568,329,0,57,0
Clothing,Z,NA,1,15Z,2025,202510,771,501,30,25,19891,6809,436,302,8,29,0
Clothing,Z,NA,1,15Z,2025,202511,1221,1040,44,44,21039,6325,670,651,33,19,0
Clothing,Z,NA,1,15Z,2025,202512,295,861,11,32,19686,13160,149,526,4,39,0
Clothing,B,Banff,1,16B,2025,202501,14575,32980,479,1092,150519,226763,10490,23353,28,0,0
Clothing,B,Banff,1,16B,2025,202502,21757,48722,750,1592,139634,209019,15527,34397,9065,155,0
Clothing,B,Banff,1,16B,2025,202503,21080,25094,698,831,116061,143865,15152,17378,6922,277,0
Clothing,B,Banff,1,16B,2025,202504,39742,42969,1311,1421,308217,157941,28669,30263,12704,344,0
Clothing,B,Banff,1,16B,2025,202505,75544,109456,2498,3597,267421,146454,54464,78499,24360,35447,0
Clothing,B,Banff,1,16B,2025,202506,10082,94506,335,3095,190421,154629,7258,67955,3324,32,0
Clothing,B,Banff,1,16B,2025,202507,0,120204,0,3969,0,98728,0,86760,0,284,0
Clothing,B,Banff,1,16B,2025,202508,0,100701,0,3326,0,178860,0,71727,0,32715,0
Clothing,B,Banff,1,16B,2025,202509,0,43725,0,1385,0,150701,0,32737,0,144,0
Clothing,B,Banff,1,16B,2025,202510,0,23101,0,745,0,100387,0,16989,0,106,0
Clothing,B,Banff,1,16B,2025,202511,0,37731,0,1237,0,121940,0,27320,0,38,0
Clothing,B,Banff,1,16B,2025,202512,0,15368,0,506,0,121615,0,11087,0,-7,0
Clothing,C,Canmore,1,16C,2025,202501,1311,7498,49,246,3704,129448,842,5184,183,0,0
Clothing,C,Canmore,1,16C,2025,202502,1116,9339,43,307,2654,119510,745,6569,623,0,0
Clothing,C,Canmore,1,16C,2025,202503,365,6842,12,215,1350,107183,264,4834,114,0,0
Clothing,C,Canmore,1,16C,2025,202504,5905,11037,196,353,78964,128029,4248,7801,1933,0,0
Clothing,C,Canmore,1,16C,2025,202505,9989,24943,331,809,72671,113342,7192,17719,3247,8017,0
Clothing,C,Canmore,1,16C,2025,202506,1892,18839,63,611,62504,68608,1359,13450,627,34,0
Clothing,C,Canmore,1,16C,2025,202507,0,21863,0,696,0,49315,0,15664,0,14,0
Clothing,C,Canmore,1,16C,2025,202508,0,14218,0,438,0,27881,0,10242,0,4287,0
Clothing,C,Canmore,1,16C,2025,202509,0,9607,0,308,0,29511,0,6900,0,2,0
Clothing,C,Canmore,1,16C,2025,202510,0,5659,0,183,0,19064,0,4053,0,0,0
Clothing,C,Canmore,1,16C,2025,202511,0,6382,0,203,0,13366,0,4572,0,2,0
Clothing,C,Canmore,1,16C,2025,202512,0,1797,0,73,0,6928,0,1112,0,153,0
Clothing,H,Halifax,1,16H,2025,202501,243,310,8,15,24433,19155,160,158,0,139,0
Clothing,H,Halifax,1,16H,2025,202502,655,860,21,43,24163,18555,535,423,394,430,0
Clothing,H,Halifax,1,16H,2025,202503,749,405,24,20,23443,16835,562,199,450,195,0
Clothing,H,Halifax,1,16H,2025,202504,759,410,24,19,22424,16075,531,213,440,160,0
Clothing,H,Halifax,1,16H,2025,202505,2203,761,109,38,21474,15316,1183,368,3245,758,0
Clothing,H,Halifax,1,16H,2025,202506,564,0,31,0,8895,0,316,0,985,0,0
Clothing,H,Halifax,1,16H,2025,202507,0,420,0,14,0,0,0,281,0,0,0
Clothing,H,Halifax,1,16H,2025,202508,0,4150,0,138,0,-360,0,2866,0,2748,0
Clothing,H,Halifax,1,16H,2025,202509,0,2675,0,89,0,13406,0,1780,0,0,0
Clothing,H,Halifax,1,16H,2025,202510,0,320,0,11,0,10766,0,222,0,10,0
Clothing,H,Halifax,1,16H,2025,202511,0,610,0,18,0,10287,0,458,0,0,0
Clothing,H,Halifax,1,16H,2025,202512,0,340,0,9,0,24833,0,263,0,0,0
Clothing,K,,1,16K,2025,202501,0,0,0,0,0,0,0,0,0,0,0
Clothing,K,,1,16K,2025,202502,0,0,0,0,0,0,0,0,0,0,0
Clothing,K,,1,16K,2025,202503,0,0,0,0,0,0,0,0,0,0,0
Clothing,K,,1,16K,2025,202504,0,0,0,0,0,0,0,0,0,0,0
Clothing,K,,1,16K,2025,202505,0,0,0,0,0,0,0,0,0,0,0
Clothing,K,,1,16K,2025,202506,0,0,0,0,0,0,0,0,0,0,0
Clothing,K,,1,16K,2025,202507,0,0,0,0,0,0,0,0,0,0,0
Clothing,K,,1,16K,2025,202508,0,0,0,0,0,0,0,0,0,0,0
Clothing,K,,1,16K,2025,202509,0,0,0,0,0,0,0,0,0,0,0
Clothing,K,,1,16K,2025,202510,0,0,0,0,0,0,0,0,0,0,0
Clothing,K,,1,16K,2025,202511,0,0,0,0,0,0,0,0,0,0,0
Clothing,K,,1,16K,2025,202512,0,0,0,0,0,0,0,0,0,0,0
Clothing,N,Niagara,1,16N,2025,202501,320,0,8,0,15076,0,244,0,0,0,0
Clothing,N,Niagara,1,16N,2025,202502,202,0,5,0,14876,0,155,0,47,0,0
Clothing,N,Niagara,1,16N,2025,202503,479,0,12,0,14676,0,366,0,120,0,0
Clothing,N,Niagara,1,16N,2025,202504,642,0,16,0,14156,0,491,0,157,0,0
Clothing,N,Niagara,1,16N,2025,202505,1717,0,76,0,13517,0,999,0,-198,0,0
Clothing,N,Niagara,1,16N,2025,202506,199,0,10,0,5217,0,105,0,0,0,0
Clothing,N,Niagara,1,16N,2025,202507,0,0,0,0,0,0,0,0,0,0,0
Clothing,N,Niagara,1,16N,2025,202508,0,0,0,0,0,0,0,0,0,0,0
Clothing,N,Niagara,1,16N,2025,202509,0,0,0,0,0,0,0,0,0,0,0
Clothing,N,Niagara,1,16N,2025,202510,0,0,0,0,0,0,0,0,0,0,0
Clothing,N,Niagara,1,16N,2025,202511,0,951,0,24,0,0,0,723,0,12,0
Clothing,N,Niagara,1,16N,2025,202512,0,403,0,10,0,15636,0,308,0,0,0
Clothing,P,PEI,1,16P,2025,202501,0,0,0,0,0,37332,0,0,0,0,0
Clothing,P,PEI,1,16P,2025,202502,0,0,0,0,0,37332,0,0,0,0,0
Clothing,P,PEI,1,16P,2025,202503,0,0,0,0,0,64405,0,0,0,0,0
Clothing,P,PEI,1,16P,2025,202504,0,1795,0,60,0,64405,0,1173,0,0,0
Clothing,P,PEI,1,16P,2025,202505,0,13178,0,451,0,61805,0,8416,0,6797,0
Clothing,P,PEI,1,16P,2025,202506,0,19313,0,662,0,28025,0,12272,0,12,0
Clothing,P,PEI,1,16P,2025,202507,0,15078,0,498,0,16060,0,9663,0,9,0
Clothing,P,PEI,1,16P,2025,202508,0,12888,0,428,0,18579,0,9289,0,7577,0
Clothing,P,PEI,1,16P,2025,202509,0,0,0,0,0,0,0,0,0,0,0
Clothing,P,PEI,1,16P,2025,202510,0,0,0,0,0,0,0,0,0,0,0
Clothing,P,PEI,1,16P,2025,202511,0,0,0,0,0,0,0,0,0,0,0
Clothing,P,PEI,1,16P,2025,202512,0,0,0,0,0,0,0,0,0,0,0
Clothing,Q,Quebec,1,16Q,2025,202501,1556,2612,43,86,17469,38221,1144,1742,0,0,0
Clothing,Q,Quebec,1,16Q,2025,202502,1292,1983,35,65,17825,34522,958,1324,347,0,0
Clothing,Q,Quebec,1,16Q,2025,202503,1339,3187,51,105,16386,61785,847,2140,870,0,0
Clothing,Q,Quebec,1,16Q,2025,202504,1472,5069,74,166,13741,57586,755,3401,1636,0,0
Clothing,Q,Quebec,1,16Q,2025,202505,3336,6780,154,222,12142,50807,1881,4553,4362,2277,0
Clothing,Q,Quebec,1,16Q,2025,202506,219,5164,11,168,2944,30350,115,3463,330,0,0
Clothing,Q,Quebec,1,16Q,2025,202507,0,6521,0,250,0,25032,0,3836,0,318,0
Clothing,Q,Quebec,1,16Q,2025,202508,0,5418,0,212,0,15724,0,3143,0,4019,0
Clothing,Q,Quebec,1,16Q,2025,202509,0,1998,0,67,0,10147,0,1330,0,0,0
Clothing,Q,Quebec,1,16Q,2025,202510,0,1579,0,72,0,7917,0,861,0,0,0
Clothing,Q,Quebec,1,16Q,2025,202511,0,2794,0,92,0,5658,0,1899,0,0,0
Clothing,Q,Quebec,1,16Q,2025,202512,0,663,0,18,0,20095,0,490,0,0,0
Clothing,V,Vancouver,1,16V,2025,202501,1116,1375,38,52,116058,62576,735,843,0,1,0
Clothing,V,Vancouver,1,16V,2025,202502,2858,4776,104,178,111650,74364,1890,3008,1570,17,0
Clothing,V,Vancouver,1,16V,2025,202503,3566,6008,123,215,113299,143850,2355,3821,1902,229,0
Clothing,V,Vancouver,1,16V,2025,202504,7321,12783,282,431,115048,157177,4595,8416,4876,75,0
Clothing,V,Vancouver,1,16V,2025,202505,13356,23612,521,877,106271,137431,8344,14489,6108,16909,0
Clothing,V,Vancouver,1,16V,2025,202506,1169,22464,46,787,85096,114615,718,14465,810,281,0
Clothing,V,Vancouver,1,16V,2025,202507,0,15977,0,559,0,103708,0,10450,0,101,0
Clothing,V,Vancouver,1,16V,2025,202508,0,10180,0,370,0,94736,0,6763,0,5426,0
Clothing,V,Vancouver,1,16V,2025,202509,0,4325,0,153,0,92766,0,2860,0,0,0
Clothing,V,Vancouver,1,16V,2025,202510,0,1922,0,67,0,90342,0,1275,0,0,0
Clothing,V,Vancouver,1,16V,2025,202511,0,2777,0,100,0,88403,0,1857,0,2,0
Clothing,V,Vancouver,1,16V,2025,202512,0,1600,0,60,0,106132,0,1066,0,0,0
Clothing,W,Whistler,1,16W,2025,202501,16401,27229,550,863,206535,137517,11764,18795,140,10,0
Clothing,W,Whistler,1,16W,2025,202502,18093,30620,619,938,191506,129670,12870,21358,6840,29,0
Clothing,W,Whistler,1,16W,2025,202503,11126,21576,380,689,172577,178657,7924,15059,4140,211,0
Clothing,W,Whistler,1,16W,2025,202504,13529,24512,444,773,160766,149534,9690,17256,4645,118,0
Clothing,W,Whistler,1,16W,2025,202505,17699,35195,583,1111,152464,116902,12661,25204,6164,10913,0
Clothing,W,Whistler,1,16W,2025,202506,2591,29126,85,917,134225,71552,1854,20768,887,10,0
Clothing,W,Whistler,1,16W,2025,202507,0,25948,0,830,0,42902,0,18623,0,8,0
Clothing,W,Whistler,1,16W,2025,202508,0,31204,0,1006,0,174147,0,22702,0,10105,0
Clothing,W,Whistler,1,16W,2025,202509,0,18082,0,623,0,155809,0,13190,0,1924,0
Clothing,W,Whistler,1,16W,2025,202510,0,10752,0,352,0,139004,0,7851,0,44,0
Clothing,W,Whistler,1,16W,2025,202511,0,28068,0,930,0,168014,0,20252,0,44,0
Clothing,W,Whistler,1,16W,2025,202512,0,14376,0,479,0,148870,0,10335,0,46,0
Clothing,Z,NA,1,16Z,2025,202501,0,0,0,0,0,0,0,0,0,0,0
Clothing,Z,NA,1,16Z,2025,202502,0,0,0,0,0,0,0,0,0,0,0
Clothing,Z,NA,1,16Z,2025,202503,0,0,0,0,23990,0,0,0,0,0,0
Clothing,Z,NA,1,16Z,2025,202504,0,0,0,0,23990,0,0,0,0,0,0
Clothing,Z,NA,1,16Z,2025,202505,0,0,0,0,23990,0,0,0,0,0,0
Clothing,Z,NA,1,16Z,2025,202506,0,0,0,0,23990,0,0,0,0,0,0
Clothing,Z,NA,1,16Z,2025,202507,0,0,0,0,15420,0,0,0,0,0,0
Clothing,Z,NA,1,16Z,2025,202508,0,0,0,0,5270,0,0,0,0,0,0
Clothing,Z,NA,1,16Z,2025,202509,0,0,0,0,5270,0,0,0,0,0,0
Clothing,Z,NA,1,16Z,2025,202510,0,0,0,0,0,0,0,0,0,0,0
Clothing,Z,NA,1,16Z,2025,202511,0,0,0,0,0,0,0,0,0,0,0
Clothing,Z,NA,1,16Z,2025,202512,0,0,0,0,0,0,0,0,0,0,0
Clothing,,,1,17,2025,202501,0,117,0,5,0,0,0,71,0,7,0
Clothing,,,1,17,2025,202502,515,751,17,31,30,2049,363,470,334,23,0
Clothing,,,1,17,2025,202503,1058,0,35,0,7797,1274,745,0,691,0,0
Clothing,,,1,17,2025,202504,1259,26,42,2,6598,1274,883,8,840,23,0
Clothing,,,1,17,2025,202505,0,12,0,1,0,1224,0,4,0,12,0
Clothing,,,1,17,2025,202506,0,3094,0,79,0,4559,0,2377,0,50,0
Clothing,,,1,17,2025,202507,465,0,31,0,0,0,340,0,0,0,0
Clothing,,,1,17,2025,202508,5771,0,385,0,7540,0,4231,0,0,0,0
Clothing,,,1,17,2025,202509,345,0,23,0,1709,0,252,0,0,0,0
Clothing,,,1,17,2025,202510,920,1501,19,53,1259,0,778,986,30,97,0
Clothing,,,1,17,2025,202511,2242,3459,45,123,5613,4049,1906,2268,7,256,0
Clothing,,,1,17,2025,202512,1000,30,20,1,3214,60,850,20,0,0,0
Clothing,2,,1,172,2025,202501,0,0,0,0,0,0,0,0,0,0,0
Clothing,2,,1,172,2025,202502,0,0,0,0,0,0,0,0,0,0,0
Clothing,2,,1,172,2025,202503,0,0,0,0,0,0,0,0,0,0,0
Clothing,2,,1,172,2025,202504,0,0,0,0,0,0,0,0,0,0,0
Clothing,2,,1,172,2025,202505,0,0,0,0,0,0,0,0,0,0,0
Clothing,2,,1,172,2025,202506,0,0,0,0,0,0,0,0,0,0,0
Clothing,2,,1,172,2025,202507,0,0,0,0,0,0,0,0,0,0,0
Clothing,2,,1,172,2025,202508,0,0,0,0,0,0,0,0,0,0,0
Clothing,2,,1,172,2025,202509,0,0,0,0,0,0,0,0,0,0,0
Clothing,2,,1,172,2025,202510,0,0,0,0,0,0,0,0,0,0,0
Clothing,2,,1,172,2025,202511,0,0,0,0,0,0,0,0,0,0,0
Clothing,2,,1,172,2025,202512,0,0,0,0,0,0,0,0,0,0,0
Clothing,B,Banff,1,17B,2025,202501,155458,130786,3402,2776,1258269,765813,109535,90463,2902,1636,0
Clothing,B,Banff,1,17B,2025,202502,244788,188977,5501,4253,1572246,722909,171971,130396,3204,2338,0
Clothing,B,Banff,1,17B,2025,202503,208579,144692,4783,3296,1568726,1127426,146334,101823,1531,2600,0
Clothing,B,Banff,1,17B,2025,202504,315246,247699,7285,5586,1723053,1450276,222793,176334,717,1411,0
Clothing,B,Banff,1,17B,2025,202505,670050,503518,15392,10926,1763749,1228943,472490,361932,2554,12167,0
Clothing,B,Banff,1,17B,2025,202506,695947,500161,15843,10835,1481468,1046095,489567,354260,2654,2545,0
Clothing,B,Banff,1,17B,2025,202507,614554,460203,14195,9836,1460509,860013,426184,318410,4294,2680,0
Clothing,B,Banff,1,17B,2025,202508,600803,474826,13488,9770,1309191,817804,418068,330105,3848,11655,0
Clothing,B,Banff,1,17B,2025,202509,259275,173790,6158,3647,1003810,790338,178043,121161,2013,742,0
Clothing,B,Banff,1,17B,2025,202510,138432,100866,3550,2150,939163,740034,95461,69388,3141,4102,0
Clothing,B,Banff,1,17B,2025,202511,195569,159965,4787,3313,1191684,867071,135972,112973,4106,5210,0
Clothing,B,Banff,1,17B,2025,202512,133204,106482,2872,2083,1442867,1246687,92678,75887,2229,793,0
Clothing,C,Canmore,1,17C,2025,202501,33321,30064,756,635,343759,285427,22614,20989,2137,58,0
Clothing,C,Canmore,1,17C,2025,202502,54319,41700,1263,932,472721,256318,36516,29304,2744,511,0
Clothing,C,Canmore,1,17C,2025,202503,58962,36742,1211,810,484534,395450,41727,26344,424,260,0
Clothing,C,Canmore,1,17C,2025,202504,74258,64360,1622,1445,434754,420171,51585,46767,922,362,0
Clothing,C,Canmore,1,17C,2025,202505,129222,100860,2909,2222,454361,408174,91211,73332,835,4772,0
Clothing,C,Canmore,1,17C,2025,202506,156042,97431,3495,2118,503794,386361,108826,69351,535,503,0
Clothing,C,Canmore,1,17C,2025,202507,146007,120757,3263,2554,514628,401341,101558,85952,386,1160,0
Clothing,C,Canmore,1,17C,2025,202508,133732,106816,3076,2305,443515,291625,93961,74171,321,3935,0
Clothing,C,Canmore,1,17C,2025,202509,62942,49711,1405,1046,446545,289786,44207,33767,-77,410,0
Clothing,C,Canmore,1,17C,2025,202510,31713,28935,716,608,414435,270421,22398,19567,89,364,0
Clothing,C,Canmore,1,17C,2025,202511,45696,39681,1066,832,501264,263698,32433,27093,358,1192,0
Clothing,C,Canmore,1,17C,2025,202512,27595,20371,657,489,543661,327011,19762,13051,164,2580,0
Clothing,H,Halifax,1,17H,2025,202501,7559,5473,235,171,238855,214858,5090,3318,380,190,0
Clothing,H,Halifax,1,17H,2025,202502,8619,13671,274,452,289814,220491,5872,7966,179,329,0
Clothing,H,Halifax,1,17H,2025,202503,9539,24513,276,774,367450,253528,6712,14623,96,2188,0
Clothing,H,Halifax,1,17H,2025,202504,18530,58684,572,1703,439671,271988,12674,39095,225,1554,0
Clothing,H,Halifax,1,17H,2025,202505,151329,118013,4083,3353,829999,565155,105616,80799,1372,28538,0
Clothing,H,Halifax,1,17H,2025,202506,218870,137397,5925,3818,875142,411612,151041,95120,2095,567,0
Clothing,H,Halifax,1,17H,2025,202507,278268,155633,7362,4319,878489,302422,188103,108045,5302,880,0
Clothing,H,Halifax,1,17H,2025,202508,224785,137856,6298,3855,699187,242710,151839,95430,4017,32200,0
Clothing,H,Halifax,1,17H,2025,202509,115270,77398,3182,2198,535544,231618,79116,53028,5150,1818,0
Clothing,H,Halifax,1,17H,2025,202510,34682,7840,1112,263,557972,156855,22853,5046,6945,369,0
Clothing,H,Halifax,1,17H,2025,202511,14661,6765,396,201,563111,191074,10286,4671,352,239,0
Clothing,H,Halifax,1,17H,2025,202512,3978,4368,102,146,657011,235042,2885,2844,25,694,0
Clothing,K,,1,17K,2025,202501,0,210,0,6,0,9498,0,164,0,6,0
Clothing,K,,1,17K,2025,202502,0,675,0,25,0,9198,0,487,0,209,0
Clothing,K,,1,17K,2025,202503,0,108,0,3,0,7948,0,85,0,0,0
Clothing,K,,1,17K,2025,202504,0,563,0,16,0,7798,0,442,0,0,0
Clothing,K,,1,17K,2025,202505,0,2402,0,113,0,6998,0,1555,0,3246,0
Clothing,K,,1,17K,2025,202506,0,1757,0,79,0,540,0,1172,0,505,0
Clothing,K,,1,17K,2025,202507,0,0,0,0,0,20,0,0,0,0,0
Clothing,K,,1,17K,2025,202508,0,0,0,0,0,20,0,0,0,0,0
Clothing,K,,1,17K,2025,202509,0,0,0,0,0,100,0,0,0,0,0
Clothing,K,,1,17K,2025,202510,0,0,0,0,0,0,0,0,0,0,0
Clothing,K,,1,17K,2025,202511,0,0,0,0,0,0,0,0,0,0,0
Clothing,K,,1,17K,2025,202512,0,0,0,0,0,0,0,0,0,0,0
Clothing,N,Niagara,1,17N,2025,202501,7799,10379,273,304,209081,250880,4272,6639,562,91,0
Clothing,N,Niagara,1,17N,2025,202502,16074,19537,539,576,274096,283955,9498,12687,961,87,0
Clothing,N,Niagara,1,17N,2025,202503,24287,28844,694,798,275206,332741,16209,19287,465,151,0
Clothing,N,Niagara,1,17N,2025,202504,42113,48273,1139,1326,274535,421332,29471,32995,131,301,0
Clothing,N,Niagara,1,17N,2025,202505,77752,78024,2110,2094,350353,405516,53954,53523,678,6549,0
Clothing,N,Niagara,1,17N,2025,202506,69762,70675,1881,1869,311522,343845,48541,48389,231,328,0
Clothing,N,Niagara,1,17N,2025,202507,72775,78622,1931,2132,312421,312814,50283,53290,158,822,0
Clothing,N,Niagara,1,17N,2025,202508,76342,70866,2110,1924,300093,244830,53215,46881,250,10338,0
Clothing,N,Niagara,1,17N,2025,202509,42803,34774,1253,1011,244037,186336,29194,22441,123,1081,0
Clothing,N,Niagara,1,17N,2025,202510,18795,17287,631,518,222214,177039,12536,11159,138,357,0
Clothing,N,Niagara,1,17N,2025,202511,25351,22211,881,638,249502,159630,17328,14509,243,464,0
Clothing,N,Niagara,1,17N,2025,202512,8191,5503,261,162,248576,195696,5553,3603,119,154,0
Clothing,P,PEI,1,17P,2025,202501,6862,4776,251,155,734784,496429,3998,2842,2256,138,0
Clothing,P,PEI,1,17P,2025,202502,10461,9605,299,335,811213,563930,7115,5643,28,850,0
Clothing,P,PEI,1,17P,2025,202503,22178,27361,659,830,950760,1039521,15103,17292,266,457,0
Clothing,P,PEI,1,17P,2025,202504,82862,83093,2433,2512,1045979,1319882,55757,52782,1049,4467,0
Clothing,P,PEI,1,17P,2025,202505,348402,296691,9699,8579,1573811,1733968,239577,199024,3646,67407,0
Clothing,P,PEI,1,17P,2025,202506,719531,524101,19635,15039,1519763,1244095,492851,352620,8507,2482,0
Clothing,P,PEI,1,17P,2025,202507,750511,510097,20467,14856,1166438,856485,506994,341950,5575,2467,0
Clothing,P,PEI,1,17P,2025,202508,283138,274520,8029,8118,882491,773252,187031,185291,3114,75998,0
Clothing,P,PEI,1,17P,2025,202509,57347,52544,1751,1572,590014,671877,37810,34929,339,1965,0
Clothing,P,PEI,1,17P,2025,202510,11992,8816,433,283,656635,617444,7278,5724,2051,645,0
Clothing,P,PEI,1,17P,2025,202511,11904,12504,341,375,741979,635635,7781,8314,75,152,0
Clothing,P,PEI,1,17P,2025,202512,2388,3678,78,109,861435,718303,1582,2437,26,31,0
Clothing,Q,Quebec,1,17Q,2025,202501,37672,49248,929,1426,268578,387525,26164,33509,-7,1929,0
Clothing,Q,Quebec,1,17Q,2025,202502,27863,44217,733,1228,311841,383522,18588,30200,104,2196,0
Clothing,Q,Quebec,1,17Q,2025,202503,35486,37087,1037,1028,325147,447625,22235,25615,846,1481,0
Clothing,Q,Quebec,1,17Q,2025,202504,46642,59148,1421,1623,307077,506798,28170,40951,345,1702,0
Clothing,Q,Quebec,1,17Q,2025,202505,72905,71594,2194,2003,430814,451867,47726,47869,419,12245,0
Clothing,Q,Quebec,1,17Q,2025,202506,71137,69626,2106,1854,435236,388815,46300,47538,2400,1060,0
Clothing,Q,Quebec,1,17Q,2025,202507,73471,72523,1999,1927,423083,359048,49655,49638,510,426,0
Clothing,Q,Quebec,1,17Q,2025,202508,68939,72670,2004,1877,387628,296544,47359,49000,240,8721,0
Clothing,Q,Quebec,1,17Q,2025,202509,48447,42904,1436,1104,360640,273031,32578,29202,307,143,0
Clothing,Q,Quebec,1,17Q,2025,202510,24597,22377,800,591,399254,236436,16402,14971,1045,680,0
Clothing,Q,Quebec,1,17Q,2025,202511,63414,58098,1832,1451,417618,281432,44010,39983,1283,25,0
Clothing,Q,Quebec,1,17Q,2025,202512,21068,16393,629,401,407289,299676,14525,11272,717,82,0
Clothing,V,Vancouver,1,17V,2025,202501,5486,4696,155,126,200930,162098,3760,3200,7,58,0
Clothing,V,Vancouver,1,17V,2025,202502,14684,11423,508,352,281698,165652,9045,7226,1665,1503,0
Clothing,V,Vancouver,1,17V,2025,202503,19011,14131,630,392,325096,201360,12030,9502,254,362,0
Clothing,V,Vancouver,1,17V,2025,202504,36315,28999,1183,849,339144,320432,23530,19221,87,919,0
Clothing,V,Vancouver,1,17V,2025,202505,62178,45621,1928,1264,352582,285995,40913,31024,133,5166,0
Clothing,V,Vancouver,1,17V,2025,202506,57600,43153,1768,1188,334608,230778,37832,29287,41,188,0
Clothing,V,Vancouver,1,17V,2025,202507,51084,39243,1632,1040,370203,213818,32599,26915,434,141,0
Clothing,V,Vancouver,1,17V,2025,202508,63229,30870,2258,843,330628,193793,38209,20887,910,4450,0
Clothing,V,Vancouver,1,17V,2025,202509,15396,10377,530,309,305336,205240,9377,6869,102,126,0
Clothing,V,Vancouver,1,17V,2025,202510,9873,5821,320,162,281477,185041,6254,3882,48,30,0
