Division,Cat,Category,DeptID,ClassID,YR,MX,Sales,SalesLY,Units,UnitsLY,StockEOM,StockEOMLY,GM,GMLY,MKDN,MKDNLY,OnPO
Clothing,N,Niagara,1,13N,2025,202512,124,114,6,7,6812,11663,74,63,2,26,0
Clothing,P,PEI,1,13P,2025,202501,65,100,3,5,24002,29543,44,65,0,0,0
Clothing,P,PEI,1,13P,2025,202502,175,242,8,11,24411,29374,105,143,0,4,0
Clothing,P,PEI,1,13P,2025,202503,545,630,37,30,38610,51038,284,443,0,7,0
Clothing,P,PEI,1,13P,2025,202504,1687,3506,109,164,42378,50471,928,2413,0,24,0
Clothing,P,PEI,1,13P,2025,202505,5760,11279,268,508,40742,46944,3633,7892,9,-76,0
Clothing,P,PEI,1,13P,2025,202506,11870,21661,533,954,36498,49906,7512,15129,379,18,0
Clothing,P,PEI,1,13P,2025,202507,12423,20463,572,971,24109,41220,7625,13793,85,64,0
Clothing,P,PEI,1,13P,2025,202508,4088,7400,182,431,13447,16127,2518,4571,0,2166,0
Clothing,P,PEI,1,13P,2025,202509,423,773,21,42,9100,11436,254,475,15,3,0
Clothing,P,PEI,1,13P,2025,202510,31,56,2,3,9045,10551,13,32,13,3,0
Clothing,P,PEI,1,13P,2025,202511,20,60,1,3,8202,10085,12,37,0,0,0
Clothing,P,PEI,1,13P,2025,202512,7,25,1,1,15991,10025,-5,19,0,0,0
Clothing,Q,Quebec,1,13Q,2025,202501,1020,638,44,32,17440,33114,635,375,0,13,0
Clothing,Q,Quebec,1,13Q,2025,202502,1090,1378,45,62,29863,32416,681,878,0,11,0
Clothing,Q,Quebec,1,13Q,2025,202503,1404,1693,61,75,28809,31023,873,1050,0,21,0
Clothing,Q,Quebec,1,13Q,2025,202504,2378,2754,102,121,31783,29304,1466,1723,0,18,0
Clothing,Q,Quebec,1,13Q,2025,202505,4492,7076,199,308,29414,26546,2766,4646,0,-41,0
Clothing,Q,Quebec,1,13Q,2025,202506,4144,9624,225,421,25031,24313,2129,6203,702,40,0
Clothing,Q,Quebec,1,13Q,2025,202507,5545,8834,300,376,22344,32900,2957,5589,181,5,0
Clothing,Q,Quebec,1,13Q,2025,202508,5417,10707,288,453,13747,36150,2933,6776,213,-105,0
Clothing,Q,Quebec,1,13Q,2025,202509,2428,4436,120,184,11542,25619,1375,2764,60,9,0
Clothing,Q,Quebec,1,13Q,2025,202510,795,1066,38,48,9429,20774,463,664,41,31,0
Clothing,Q,Quebec,1,13Q,2025,202511,1464,1684,65,69,8718,19665,883,1051,2,0,0
Clothing,Q,Quebec,1,13Q,2025,202512,518,379,25,15,7185,17972,279,233,2,0,0
Clothing,V,Vancouver,1,13V,2025,202501,140,364,7,26,8880,14304,69,207,0,104,0
Clothing,V,Vancouver,1,13V,2025,202502,303,1027,15,93,8761,13774,161,553,0,526,0
Clothing,V,Vancouver,1,13V,2025,202503,711,1101,35,51,19166,11917,388,687,7,15,0
Clothing,V,Vancouver,1,13V,2025,202504,1548,2532,77,116,18506,10834,837,1578,0,12,0
Clothing,V,Vancouver,1,13V,2025,202505,2914,4358,119,202,19496,9743,1792,2711,32,-31,0
Clothing,V,Vancouver,1,13V,2025,202506,3906,2501,162,114,16138,5406,2464,1535,15,0,0
Clothing,V,Vancouver,1,13V,2025,202507,2131,2377,111,99,13984,8843,1220,1416,8,0,0
Clothing,V,Vancouver,1,13V,2025,202508,1841,3236,93,155,10321,14749,1015,1798,16,228,0
Clothing,V,Vancouver,1,13V,2025,202509,311,597,15,30,7089,10895,170,310,0,10,0
Clothing,V,Vancouver,1,13V,2025,202510,125,137,7,6,6764,10015,61,72,8,6,0
Clothing,V,Vancouver,1,13V,2025,202511,278,556,16,25,8237,9895,130,307,80,0,0
Clothing,V,Vancouver,1,13V,2025,202512,142,60,11,3,8002,9086,38,28,0,0,0
Clothing,W,Whistler,1,13W,2025,202501,2841,5242,107,214,15185,28004,1866,3346,8,0,0
Clothing,W,Whistler,1,13W,2025,202502,2660,5342,98,220,21892,22776,1765,3385,6,3,0
Clothing,W,Whistler,1,13W,2025,202503,1551,2532,67,102,19193,27383,952,1602,77,3,0
Clothing,W,Whistler,1,13W,2025,202504,2871,2639,142,107,17287,24875,1634,1663,209,0,0
Clothing,W,Whistler,1,13W,2025,202505,8232,6752,280,270,28130,22263,5604,4318,-2,-90,0
Clothing,W,Whistler,1,13W,2025,202506,8301,7263,266,309,19960,17761,5736,4574,35,119,0
Clothing,W,Whistler,1,13W,2025,202507,5472,7414,215,308,15524,19317,3404,4617,479,82,0
Clothing,W,Whistler,1,13W,2025,202508,6180,9114,234,388,13650,24797,4007,5661,5,128,0
Clothing,W,Whistler,1,13W,2025,202509,1566,2575,53,110,13211,18174,1076,1600,0,0,0
Clothing,W,Whistler,1,13W,2025,202510,964,1151,31,52,31114,15198,670,694,66,30,0
Clothing,W,Whistler,1,13W,2025,202511,6819,4124,182,163,94393,19218,5098,2648,0,99,0
Clothing,W,Whistler,1,13W,2025,202512,5824,2944,152,110,88340,15070,4384,1950,31,3,0
Clothing,Z,NA,1,13Z,2025,202501,0,437,0,22,0,2543,0,245,0,3,0
Clothing,Z,NA,1,13Z,2025,202502,0,676,0,38,0,2103,0,345,0,83,0
Clothing,Z,NA,1,13Z,2025,202503,0,300,0,15,0,1344,0,169,0,0,0
Clothing,Z,NA,1,13Z,2025,202504,0,377,0,19,0,1044,0,211,0,3,0
Clothing,Z,NA,1,13Z,2025,202505,0,353,0,19,0,664,0,190,0,26,0
Clothing,Z,NA,1,13Z,2025,202506,0,220,0,11,0,285,0,124,0,0,0
Clothing,Z,NA,1,13Z,2025,202507,0,20,0,1,0,65,0,11,0,0,0
Clothing,Z,NA,1,13Z,2025,202508,0,24,0,1,0,45,0,24,0,0,0
Clothing,Z,NA,1,13Z,2025,202509,0,0,0,0,0,20,0,0,0,0,0
Clothing,Z,NA,1,13Z,2025,202510,902,0,21,0,0,0,415,0,73,0,0
Clothing,Z,NA,1,13Z,2025,202511,5706,0,153,0,15996,0,2446,0,177,0,0
Clothing,Z,NA,1,13Z,2025,202512,617,0,16,0,8633,0,232,0,8,0,0
Clothing,,,1,14,2025,202501,0,0,0,0,0,0,0,0,0,0,0
Clothing,,,1,14,2025,202502,0,0,0,0,0,0,0,0,0,0,0
Clothing,,,1,14,2025,202503,0,0,0,0,0,0,0,0,0,0,0
Clothing,,,1,14,2025,202504,0,0,0,0,0,0,0,0,0,0,0
Clothing,,,1,14,2025,202505,0,0,0,0,0,0,0,0,0,0,0
Clothing,,,1,14,2025,202506,0,0,0,0,0,0,0,0,0,0,0
Clothing,,,1,14,2025,202507,0,0,0,0,0,0,0,0,0,0,0
Clothing,,,1,14,2025,202508,0,0,0,0,0,0,0,0,0,0,0
Clothing,,,1,14,2025,202509,0,0,0,0,0,0,0,0,0,0,0
Clothing,,,1,14,2025,202510,0,0,0,0,0,0,0,0,0,0,0
Clothing,,,1,14,2025,202511,0,0,0,0,0,0,0,0,0,0,0
Clothing,,,1,14,2025,202512,0,0,0,0,0,0,0,0,0,0,0
Clothing,B,Banff,1,14B,2025,202501,20272,30635,1405,2031,391143,361349,13312,20820,6827,10631,0
Clothing,B,Banff,1,14B,2025,202502,37567,55843,2613,3699,495644,444333,24667,37684,12475,19297,0
Clothing,B,Banff,1,14B,2025,202503,43364,39474,3017,2628,445287,424169,28655,26179,14744,13988,0
Clothing,B,Banff,1,14B,2025,202504,77531,85006,5194,5692,417199,562653,52529,54853,27350,30559,0
Clothing,B,Banff,1,14B,2025,202505,159040,195215,10530,12925,317469,488596,108476,129971,53874,64969,0
Clothing,B,Banff,1,14B,2025,202506,165752,190736,10920,12480,685835,392549,114500,126632,55718,63455,0
Clothing,B,Banff,1,14B,2025,202507,148010,161165,9827,10643,607614,466572,101612,107924,50637,54537,0
Clothing,B,Banff,1,14B,2025,202508,144185,163661,9534,10788,538985,373613,100103,107864,48496,53103,0
Clothing,B,Banff,1,14B,2025,202509,44656,46547,2939,3093,411855,373273,31342,30996,15087,16294,0
Clothing,B,Banff,1,14B,2025,202510,21746,25086,1470,1655,371171,420030,15062,17094,7492,8591,0
Clothing,B,Banff,1,14B,2025,202511,28474,39019,1883,2603,473240,480819,19685,26574,9788,13838,0
Clothing,B,Banff,1,14B,2025,202512,16526,18988,1096,1272,452004,428362,11353,12859,5679,6670,0
Clothing,C,Canmore,1,14C,2025,202501,4903,4464,323,288,92577,61794,3172,2974,1690,1417,0
Clothing,C,Canmore,1,14C,2025,202502,9035,7892,615,513,90175,56007,5673,5237,3442,2615,0
Clothing,C,Canmore,1,14C,2025,202503,9367,6089,622,390,77721,45677,5988,4113,3288,1920,0
Clothing,C,Canmore,1,14C,2025,202504,16551,8923,1135,583,65787,37806,10329,5972,5327,3026,0
Clothing,C,Canmore,1,14C,2025,202505,32078,17205,2146,1111,42202,25872,20675,11190,10511,5178,0
Clothing,C,Canmore,1,14C,2025,202506,28297,24370,1868,1587,129757,62029,18845,16165,9378,7794,0
Clothing,C,Canmore,1,14C,2025,202507,27127,22257,1781,1459,105778,63548,18441,14924,9213,7366,0
Clothing,C,Canmore,1,14C,2025,202508,27335,24492,1790,1621,92304,83798,18320,16281,9140,7911,0
Clothing,C,Canmore,1,14C,2025,202509,9790,9298,649,622,69656,82859,6496,6209,3419,3366,0
Clothing,C,Canmore,1,14C,2025,202510,5842,5257,387,351,71235,77481,3977,3461,2051,1852,0
Clothing,C,Canmore,1,14C,2025,202511,7999,6612,520,440,144718,105107,5349,4377,2532,2355,0
Clothing,C,Canmore,1,14C,2025,202512,4765,2693,319,179,128413,96472,3197,1768,1587,938,0
Clothing,H,Halifax,1,14H,2025,202501,2528,1398,189,103,76029,105907,1577,902,511,194,0
Clothing,H,Halifax,1,14H,2025,202502,1653,2441,121,176,75460,103848,1037,1589,259,307,0
Clothing,H,Halifax,1,14H,2025,202503,1561,3819,120,266,113834,100329,921,2507,295,243,0
Clothing,H,Halifax,1,14H,2025,202504,2837,8619,213,596,113309,97891,1674,5684,481,541,0
Clothing,H,Halifax,1,14H,2025,202505,17810,16055,1325,1117,158354,85976,10993,10582,2557,6272,0
Clothing,H,Halifax,1,14H,2025,202506,24248,18097,1839,1271,138182,51326,14958,11647,3842,1608,0
Clothing,H,Halifax,1,14H,2025,202507,22775,20070,1718,1404,117960,36651,14167,12612,3435,1685,0
Clothing,H,Halifax,1,14H,2025,202508,26614,24918,2022,1721,90286,47219,16219,15572,4293,9484,0
Clothing,H,Halifax,1,14H,2025,202509,14487,11966,1090,826,67819,38794,8832,7467,2335,917,0
Clothing,H,Halifax,1,14H,2025,202510,2544,1375,195,105,58641,25633,1584,828,478,243,0
Clothing,H,Halifax,1,14H,2025,202511,811,931,59,73,69796,24014,518,554,101,177,0
Clothing,H,Halifax,1,14H,2025,202512,358,578,27,44,68704,76824,231,350,49,115,0
Clothing,K,,1,14K,2025,202501,0,0,0,0,0,99,0,0,0,0,0
Clothing,K,,1,14K,2025,202502,0,0,0,0,0,99,0,0,0,0,0
Clothing,K,,1,14K,2025,202503,0,0,0,0,0,99,0,0,0,0,0
Clothing,K,,1,14K,2025,202504,0,0,0,0,0,99,0,0,0,0,0
Clothing,K,,1,14K,2025,202505,0,0,0,0,0,99,0,0,0,0,0
Clothing,K,,1,14K,2025,202506,0,0,0,0,0,75,0,0,0,0,0
Clothing,K,,1,14K,2025,202507,0,0,0,0,0,75,0,0,0,0,0
Clothing,K,,1,14K,2025,202508,0,0,0,0,0,75,0,0,0,0,0
Clothing,K,,1,14K,2025,202509,0,0,0,0,0,75,0,0,0,0,0
Clothing,K,,1,14K,2025,202510,0,0,0,0,0,0,0,0,0,0,0
Clothing,K,,1,14K,2025,202511,0,0,0,0,0,0,0,0,0,0,0
Clothing,K,,1,14K,2025,202512,0,0,0,0,0,0,0,0,0,0,0
Clothing,N,Niagara,1,14N,2025,202501,1088,1076,83,83,127969,101550,652,678,195,199,0
Clothing,N,Niagara,1,14N,2025,202502,3113,2868,235,219,110611,99891,1939,1760,556,514,0
Clothing,N,Niagara,1,14N,2025,202503,6335,4455,489,336,107388,95495,3856,2704,1231,687,0
Clothing,N,Niagara,1,14N,2025,202504,11733,8321,889,634,104720,88549,7135,5001,2102,1466,0
Clothing,N,Niagara,1,14N,2025,202505,27273,19252,2078,1464,124822,75698,16628,11883,4817,10108,0
Clothing,N,Niagara,1,14N,2025,202506,27198,19481,2050,1479,103747,48598,16804,12251,4367,3205,0
Clothing,N,Niagara,1,14N,2025,202507,23083,18641,1715,1413,92639,68564,14209,11457,3691,3168,0
Clothing,N,Niagara,1,14N,2025,202508,21373,18049,1610,1367,70634,49107,12940,11173,3657,9276,0
Clothing,N,Niagara,1,14N,2025,202509,10073,5746,756,435,48059,28316,6052,3582,1681,977,0
Clothing,N,Niagara,1,14N,2025,202510,3325,3470,250,269,58116,20551,1973,2100,543,646,0
Clothing,N,Niagara,1,14N,2025,202511,4299,4969,326,383,84334,118646,2526,3011,719,980,0
Clothing,N,Niagara,1,14N,2025,202512,1018,800,76,61,79657,113055,607,498,200,140,0
Clothing,P,PEI,1,14P,2025,202501,1321,832,112,64,228558,259370,883,515,405,165,0
Clothing,P,PEI,1,14P,2025,202502,1454,2183,112,180,244847,281439,932,1278,293,633,0
Clothing,P,PEI,1,14P,2025,202503,3420,4034,261,316,256104,330154,2257,2556,598,760,0
Clothing,P,PEI,1,14P,2025,202504,13521,17120,1050,1330,304522,364157,8750,11532,2571,3357,0
Clothing,P,PEI,1,14P,2025,202505,67064,52135,5179,3985,447958,374312,44087,34984,13036,27524,0
Clothing,P,PEI,1,14P,2025,202506,116481,99400,8898,7563,372834,224524,77382,66270,21411,17750,0
Clothing,P,PEI,1,14P,2025,202507,107113,86965,8138,6571,279727,145108,71284,57711,18947,14988,0
Clothing,P,PEI,1,14P,2025,202508,48271,50443,3663,3828,187244,160971,31955,33194,8494,26078,0
Clothing,P,PEI,1,14P,2025,202509,10211,9678,773,726,134575,107890,6843,6371,1685,1601,0
Clothing,P,PEI,1,14P,2025,202510,2879,1481,247,112,126546,127055,1883,957,885,253,0
Clothing,P,PEI,1,14P,2025,202511,1178,1815,88,139,159670,122064,767,1174,190,329,0
Clothing,P,PEI,1,14P,2025,202512,141,482,10,37,155550,230037,98,298,19,86,0
Clothing,Q,Quebec,1,14Q,2025,202501,7631,11134,575,827,196059,174887,4745,7188,1121,1666,0
Clothing,Q,Quebec,1,14Q,2025,202502,7736,11781,586,881,188668,181449,4708,7604,1264,1820,0
Clothing,Q,Quebec,1,14Q,2025,202503,11403,11730,859,891,194257,163673,6886,7591,1835,1948,0
Clothing,Q,Quebec,1,14Q,2025,202504,14607,20147,1127,1504,188245,157165,8618,13041,1998,3011,0
Clothing,Q,Quebec,1,14Q,2025,202505,27514,25499,2079,1913,252043,126780,16954,16322,4224,12806,0
Clothing,Q,Quebec,1,14Q,2025,202506,27541,23746,2079,1773,227168,100818,17299,15148,4382,3628,0
Clothing,Q,Quebec,1,14Q,2025,202507,25850,25363,1960,1873,198962,132188,16204,15622,4043,3850,0
Clothing,Q,Quebec,1,14Q,2025,202508,28542,28148,2170,2098,169307,139722,17726,16935,4594,13810,0
Clothing,Q,Quebec,1,14Q,2025,202509,16965,15934,1298,1206,138527,103531,10540,9319,2864,2635,0
Clothing,Q,Quebec,1,14Q,2025,202510,6719,6967,533,529,126345,83554,4025,4312,1086,1109,0
Clothing,Q,Quebec,1,14Q,2025,202511,12599,16035,972,1208,152933,220508,7641,9886,1969,2579,0
Clothing,Q,Quebec,1,14Q,2025,202512,3675,3844,285,290,137958,202148,2231,2352,605,589,0
Clothing,V,Vancouver,1,14V,2025,202501,1966,2177,159,177,79435,44172,1227,1435,358,523,0
Clothing,V,Vancouver,1,14V,2025,202502,3387,4060,268,320,88443,40544,2143,2629,590,827,0
Clothing,V,Vancouver,1,14V,2025,202503,6588,4655,518,355,89618,34292,4088,2993,1109,830,0
Clothing,V,Vancouver,1,14V,2025,202504,12431,8847,961,670,90136,27426,7663,5727,2234,1609,0
Clothing,V,Vancouver,1,14V,2025,202505,18432,13427,1387,1017,76090,32133,11607,8791,3116,6784,0
Clothing,V,Vancouver,1,14V,2025,202506,14592,16440,1107,1241,87938,49332,9114,10456,2425,2638,0
Clothing,V,Vancouver,1,14V,2025,202507,14039,14590,1060,1100,98701,53784,8619,9168,2203,2391,0
Clothing,V,Vancouver,1,14V,2025,202508,14171,13892,1062,1051,85897,50246,8817,8652,2209,6921,0
Clothing,V,Vancouver,1,14V,2025,202509,3587,4243,277,322,81895,52645,2147,2664,614,744,0
Clothing,V,Vancouver,1,14V,2025,202510,2791,2745,219,210,75095,62373,1744,1776,480,514,0
Clothing,V,Vancouver,1,14V,2025,202511,3198,3718,245,284,89834,80902,2062,2370,495,705,0
Clothing,V,Vancouver,1,14V,2025,202512,1928,1900,149,147,86134,83011,1193,1190,354,363,0
Clothing,W,Whistler,1,14W,2025,202501,22364,26379,1481,1720,91912,133130,14689,16788,7547,8536,0
Clothing,W,Whistler,1,14W,2025,202502,24558,34847,1616,2292,124025,162002,16189,22010,8175,11555,0
Clothing,W,Whistler,1,14W,2025,202503,17117,20115,1139,1339,111011,162172,11148,12674,5872,6980,0
Clothing,W,Whistler,1,14W,2025,202504,19221,21178,1286,1416,114845,140843,12362,13451,6803,7628,0
Clothing,W,Whistler,1,14W,2025,202505,38455,37609,2535,2491,98403,124222,25575,23847,12816,12828,0
Clothing,W,Whistler,1,14W,2025,202506,44573,38486,2952,2552,259572,86347,30549,24465,15170,13078,0
Clothing,W,Whistler,1,14W,2025,202507,39424,35867,2621,2373,200861,134723,27023,22793,13428,12081,0
Clothing,W,Whistler,1,14W,2025,202508,39128,35468,2593,2359,170518,151174,27365,22700,13437,11722,0
Clothing,W,Whistler,1,14W,2025,202509,14450,14494,961,969,138754,137981,10131,9257,5104,5162,0
Clothing,W,Whistler,1,14W,2025,202510,8623,10942,574,728,157643,116991,6022,7035,3029,3807,0
Clothing,W,Whistler,1,14W,2025,202511,25549,27496,1676,1828,222809,154513,17712,17830,8419,9509,0
Clothing,W,Whistler,1,14W,2025,202512,16692,17028,1104,1127,201299,118291,11554,11069,5632,5718,0
Clothing,Z,NA,1,14Z,2025,202501,603,332,42,25,16376,4757,449,255,134,42,0
Clothing,Z,NA,1,14Z,2025,202502,915,1278,63,88,15837,4217,670,899,251,58,0
Clothing,Z,NA,1,14Z,2025,202503,1050,1379,71,97,18055,18030,764,963,304,263,0
Clothing,Z,NA,1,14Z,2025,202504,1916,3087,132,218,16636,16091,1382,2181,603,821,0
Clothing,Z,NA,1,14Z,2025,202505,27250,25413,1977,1803,46022,11734,20415,18977,3630,10628,0
Clothing,Z,NA,1,14Z,2025,202506,5576,19701,474,1553,14363,39976,3903,13844,2207,6397,0
Clothing,Z,NA,1,14Z,2025,202507,1969,5148,141,398,5921,13257,1460,3614,494,1715,0
Clothing,Z,NA,1,14Z,2025,202508,738,2304,57,165,3448,6091,548,1687,197,993,0
Clothing,Z,NA,1,14Z,2025,202509,199,1908,16,131,2478,19120,149,1370,40,635,0
Clothing,Z,NA,1,14Z,2025,202510,362,1048,30,74,2735,17891,267,771,79,284,0
Clothing,Z,NA,1,14Z,2025,202511,571,1467,42,104,3223,18955,440,1095,76,340,0
Clothing,Z,NA,1,14Z,2025,202512,131,378,9,26,2563,17071,103,275,9,106,0
Clothing,,,1,15,2025,202501,0,497,0,25,0,2878,0,348,0,3,0
Clothing,,,1,15,2025,202502,0,340,0,17,0,2378,0,239,0,0,0
Clothing,,,1,15,2025,202503,0,0,0,0,0,2058,0,0,0,0,0
Clothing,,,1,15,2025,202504,0,140,0,7,0,2058,0,98,0,0,0
Clothing,,,1,15,2025,202505,0,562,0,28,0,1919,0,397,0,-3,0
Clothing,,,1,15,2025,202506,0,1151,0,57,0,1359,0,801,0,-12,0
Clothing,,,1,15,2025,202507,0,59,0,3,0,3058,0,41,0,0,0
Clothing,,,1,15,2025,202508,0,0,0,0,0,0,0,0,0,0,0
Clothing,,,1,15,2025,202509,0,0,0,0,0,0,0,0,0,0,0
Clothing,,,1,15,2025,202510,0,0,0,0,0,0,0,0,0,0,0
Clothing,,,1,15,2025,202511,0,0,0,0,0,0,0,0,0,0,0
Clothing,,,1,15,2025,202512,0,0,0,0,0,0,0,0,0,0,0
Clothing,B,Banff,1,15B,2025,202501,27885,28043,903,913,397585,449731,20039,20251,99,83,0
Clothing,B,Banff,1,15B,2025,202502,50743,49642,1841,1617,403029,421549,34542,35896,1651,217,0
Clothing,B,Banff,1,15B,2025,202503,42470,31597,1630,1121,464182,375505,28640,21766,778,390,0
Clothing,B,Banff,1,15B,2025,202504,76930,64730,2657,2090,603762,374641,54234,46800,902,301,0
Clothing,B,Banff,1,15B,2025,202505,204884,174932,6614,5577,557879,345449,145210,126161,1031,644,0
Clothing,B,Banff,1,15B,2025,202506,198949,185042,6177,5932,410593,226857,142261,133110,434,338,0
Clothing,B,Banff,1,15B,2025,202507,167051,186717,5257,6092,362911,309105,119255,133586,914,1743,0
Clothing,B,Banff,1,15B,2025,202508,182055,166922,5862,5330,361906,281987,129821,119155,377,-380,0
Clothing,B,Banff,1,15B,2025,202509,46411,46118,1548,1546,280225,252698,32622,32332,512,653,0
Clothing,B,Banff,1,15B,2025,202510,16616,19019,579,647,257906,213397,11322,13348,305,394,0
Clothing,B,Banff,1,15B,2025,202511,28865,30960,979,1032,303287,277247,19865,21729,121,643,0
Clothing,B,Banff,1,15B,2025,202512,20804,20672,651,652,528719,387554,14742,14946,51,76,0
Clothing,C,Canmore,1,15C,2025,202501,3905,5396,169,195,65031,97405,2304,3558,187,54,0
Clothing,C,Canmore,1,15C,2025,202502,6976,8280,230,298,78156,92006,4873,5481,122,21,0
Clothing,C,Canmore,1,15C,2025,202503,10117,4494,433,168,79886,83777,6066,3018,179,76,0
Clothing,C,Canmore,1,15C,2025,202504,16590,12415,721,473,71297,81262,9887,8022,874,85,0
Clothing,C,Canmore,1,15C,2025,202505,25876,26845,910,934,48596,76873,17576,17430,146,613,0
Clothing,C,Canmore,1,15C,2025,202506,26111,28032,894,978,61883,58543,17928,18045,99,454,0
Clothing,C,Canmore,1,15C,2025,202507,22618,33407,757,1093,50947,100190,15636,22738,21,161,0
Clothing,C,Canmore,1,15C,2025,202508,25884,32877,878,1097,62574,87983,17750,22265,69,-68,0
Clothing,C,Canmore,1,15C,2025,202509,8449,9816,288,358,79810,74782,5913,6520,73,377,0
Clothing,C,Canmore,1,15C,2025,202510,4044,3581,134,125,81066,68415,2799,2434,48,58,0
Clothing,C,Canmore,1,15C,2025,202511,5088,7527,175,263,88038,69942,3500,5035,72,315,0
Clothing,C,Canmore,1,15C,2025,202512,3340,2997,112,127,84570,82609,2358,1812,24,205,0
Clothing,H,Halifax,1,15H,2025,202501,1979,1491,95,65,31482,134042,1107,974,312,4,0
Clothing,H,Halifax,1,15H,2025,202502,2296,3571,104,161,56655,136110,1442,2286,179,22,0
Clothing,H,Halifax,1,15H,2025,202503,3522,6468,165,327,141223,135895,2256,3687,35,968,0
Clothing,H,Halifax,1,15H,2025,202504,6513,13300,331,597,157371,128449,3835,8308,158,238,0
Clothing,H,Halifax,1,15H,2025,202505,36940,29442,1595,1289,209439,114807,22925,18597,375,-71,0
Clothing,H,Halifax,1,15H,2025,202506,45406,36774,1852,1598,200352,96859,29645,23310,244,188,0
Clothing,H,Halifax,1,15H,2025,202507,57814,47443,2334,2054,168190,90196,37078,30089,273,219,0
Clothing,H,Halifax,1,15H,2025,202508,62561,41680,2607,1797,128181,84691,40401,26190,571,-451,0
Clothing,H,Halifax,1,15H,2025,202509,31629,17160,1422,743,111211,60715,19519,10551,1713,173,0
Clothing,H,Halifax,1,15H,2025,202510,6619,1317,372,82,110197,41134,3407,646,2103,574,0
Clothing,H,Halifax,1,15H,2025,202511,2270,1017,94,54,114250,39334,1419,569,17,186,0
Clothing,H,Halifax,1,15H,2025,202512,715,711,30,36,117129,37678,452,403,0,141,0
Clothing,K,,1,15K,2025,202501,0,0,0,0,0,39,0,0,0,0,0
Clothing,K,,1,15K,2025,202502,0,0,0,0,0,39,0,0,0,0,0
Clothing,K,,1,15K,2025,202503,0,0,0,0,0,39,0,0,0,0,0
Clothing,K,,1,15K,2025,202504,0,0,0,0,0,39,0,0,0,0,0
Clothing,K,,1,15K,2025,202505,0,0,0,0,0,39,0,0,0,0,0
Clothing,K,,1,15K,2025,202506,0,0,0,0,0,14,0,0,0,0,0
Clothing,K,,1,15K,2025,202507,0,7,0,1,0,14,0,2,0,0,0
Clothing,K,,1,15K,2025,202508,0,0,0,0,0,7,0,0,0,0,0
Clothing,K,,1,15K,2025,202509,0,0,0,0,0,7,0,0,0,0,0
Clothing,K,,1,15K,2025,202510,0,0,0,0,0,0,0,0,0,0,0
Clothing,K,,1,15K,2025,202511,0,0,0,0,0,0,0,0,0,0,0
Clothing,K,,1,15K,2025,202512,0,0,0,0,0,0,0,0,0,0,0
Clothing,N,Niagara,1,15N,2025,202501,1095,1180,49,41,80827,71329,615,792,49,11,0
Clothing,N,Niagara,1,15N,2025,202502,3208,4006,148,162,94164,77366,1902,2977,123,105,0
Clothing,N,Niagara,1,15N,2025,202503,6772,4620,294,190,101987,79950,4119,3240,176,47,0
Clothing,N,Niagara,1,15N,2025,202504,11912,6591,498,226,99128,75075,7595,4447,234,11,0
Clothing,N,Niagara,1,15N,2025,202505,25781,15877,923,588,96164,77085,17204,10641,184,1495,0
Clothing,N,Niagara,1,15N,2025,202506,25586,19203,916,760,79184,72441,17511,12768,58,758,0
Clothing,N,Niagara,1,15N,2025,202507,21881,19182,822,752,64701,74768,14569,12702,370,779,0
Clothing,N,Niagara,1,15N,2025,202508,19225,17434,770,660,55382,63647,12128,11927,309,913,0
Clothing,N,Niagara,1,15N,2025,202509,9743,7014,345,306,76582,46110,6535,4242,13,289,0
Clothing,N,Niagara,1,15N,2025,202510,2330,1387,88,71,72223,33764,1448,753,7,88,0
Clothing,N,Niagara,1,15N,2025,202511,2597,2333,93,121,78426,31966,1758,1244,20,137,0
Clothing,N,Niagara,1,15N,2025,202512,506,390,17,18,85482,29724,362,225,0,34,0
Clothing,P,PEI,1,15P,2025,202501,713,756,31,26,178500,319516,451,516,22,1,0
Clothing,P,PEI,1,15P,2025,202502,1839,2107,78,85,200383,329805,1168,1362,5,146,0
Clothing,P,PEI,1,15P,2025,202503,4743,5714,205,253,261058,333245,3114,3536,71,225,0
Clothing,P,PEI,1,15P,2025,202504,19283,15925,865,619,416387,363243,11877,10385,283,234,0
Clothing,P,PEI,1,15P,2025,202505,91216,64341,3680,2455,456157,346712,60516,42079,990,1599,0
Clothing,P,PEI,1,15P,2025,202506,168678,134475,6249,5201,517392,279062,113860,88400,1475,2457,0
Clothing,P,PEI,1,15P,2025,202507,174594,129728,6452,5168,417415,215487,117429,85080,968,1838,0
Clothing,P,PEI,1,15P,2025,202508,78149,63182,2916,2594,282058,158012,53824,40641,247,3364,0
Clothing,P,PEI,1,15P,2025,202509,15556,8694,590,350,340984,114896,10747,5659,41,108,0
Clothing,P,PEI,1,15P,2025,202510,1241,1396,50,63,325946,108725,826,853,126,52,0
Clothing,P,PEI,1,15P,2025,202511,1567,1669,58,79,318092,102793,1090,985,-6,25,0
Clothing,P,PEI,1,15P,2025,202512,207,341,7,15,337936,114642,140,208,-1,19,0
Clothing,Q,Quebec,1,15Q,2025,202501,3375,7142,128,269,83764,116244,2301,4654,41,49,0
Clothing,Q,Quebec,1,15Q,2025,202502,4771,6378,180,234,107459,115457,3215,4187,104,50,0
Clothing,Q,Quebec,1,15Q,2025,202503,6897,6214,280,227,120531,108914,4570,4083,50,31,0
